LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (?),WINNERS
4Digit,1-4-6-8,1/29/2014,18442,41
Suertres Lotto 11AM,38449,1/29/2014,4500,814
Suertres Lotto 4PM,38450,1/29/2014,4500,968
Suertres Lotto 9PM,7-0-8,1/29/2014,4500,753
EZ2 Lotto 9PM,14-28,1/29/2014,4000,615
EZ2 Lotto 11AM,44662,1/29/2014,4000,225
EZ2 Lotto 4PM,43374,1/29/2014,4000,189
Grand Lotto 6/55,51-25-50-17-45-32,1/29/2014,30000000,0
Superlotto 6/49,29-28-45-44-40-18,1/28/2014,17027120,0
6Digit,3-2-9-3-7-1,1/28/2014,1360329.16,0
Suertres Lotto 11AM,39208,1/28/2014,4500,399
Suertres Lotto 4PM,39209,1/28/2014,4500,634
Suertres Lotto 9PM,37049,1/28/2014,4500,1159
EZ2 Lotto 9PM,44712,1/28/2014,4000,415
Lotto 6/42,31-19-27-17-20-12,1/28/2014,19748020,0
EZ2 Lotto 11AM,42309,1/28/2014,4000,259
EZ2 Lotto 4PM,44864,1/28/2014,4000,98
Megalotto 6/45,36-02-08-33-15-06,1/27/2014,63465848,0
4Digit,9-5-2-9,1/27/2014,10000,56
Suertres Lotto 11AM,39508,1/27/2014,4500,634
Suertres Lotto 4PM,2-0-4,1/27/2014,4500,622
Suertres Lotto 9PM,39295,1/27/2014,4500,1186
EZ2 Lotto 9PM,44632,1/27/2014,4000,398
EZ2 Lotto 11AM,45809,1/27/2014,4000,125
EZ2 Lotto 4PM,16-29,1/27/2014,4000,115
Grand Lotto 6/55,54-32-47-14-46-53,1/27/2014,30000000,0
Superlotto 6/49,02-42-06-13-34-40,1/26/2014,16000000,0
Suertres Lotto 11AM,39326,1/26/2014,4500,637
Suertres Lotto 4PM,37473,1/26/2014,4500,275
Suertres Lotto 9PM,39451,1/26/2014,4500,1168
EZ2 Lotto 9PM,10959,1/26/2014,4000,983
EZ2 Lotto 11AM,17-30,1/26/2014,4000,154
EZ2 Lotto 4PM,17-22,1/26/2014,4000,201
6Digit,3-9-4-5-7-9,1/25/2014,985818.74,0
Suertres Lotto 11AM,36929,1/25/2014,4500,287
Suertres Lotto 4PM,39973,1/25/2014,4500,405
Suertres Lotto 9PM,39089,1/25/2014,4500,1141
EZ2 Lotto 9PM,44638,1/25/2014,4000,285
Lotto 6/42,07-24-34-22-20-35,1/25/2014,15928868,0
EZ2 Lotto 11AM,44708,1/25/2014,4000,95
EZ2 Lotto 4PM,44848,1/25/2014,4000,171
Grand Lotto 6/55,50-41-47-09-35-05,1/25/2014,30000000,0
Megalotto 6/45,41-39-09-22-18-03,1/24/2014,56856784,0
4Digit,8-2-5-9,1/24/2014,44916,19
Suertres Lotto 11AM,40033,1/24/2014,4500,766
Suertres Lotto 4PM,38113,1/24/2014,4500,190
Suertres Lotto 9PM,38962,1/24/2014,4500,699
EZ2 Lotto 9PM,17-18,1/24/2014,4000,180
EZ2 Lotto 11AM,44682,1/24/2014,4000,205
EZ2 Lotto 4PM,44606,1/24/2014,4000,228
Superlotto 6/49,29-43-48-13-06-25,1/23/2014,16000000,0
6Digit,8-0-7-1-1-7,1/23/2014,706655.34,0
Suertres Lotto 11AM,36653,1/23/2014,4500,500
Suertres Lotto 4PM,40034,1/23/2014,4500,487
Suertres Lotto 9PM,37803,1/23/2014,4500,793
EZ2 Lotto 9PM,21-30,1/23/2014,4000,243
Lotto 6/42,09-03-11-22-40-15,1/23/2014,12368508,0
EZ2 Lotto 11AM,44587,1/23/2014,4000,218
EZ2 Lotto 4PM,17-14,1/23/2014,4000,107
Megalotto 6/45,24-37-23-34-13-31,1/22/2014,49019536,0
4Digit,3-6-4-3,1/22/2014,76423,11
Suertres Lotto 11AM,0-4-7,1/22/2014,4500,302
Suertres Lotto 4PM,37749,1/22/2014,4500,355
Suertres Lotto 9PM,38845,1/22/2014,4500,649
EZ2 Lotto 9PM,44622,1/22/2014,4000,637
EZ2 Lotto 11AM,29-25,1/22/2014,4000,112
EZ2 Lotto 4PM,25-23,1/22/2014,4000,242
Grand Lotto 6/55,19-23-53-04-16-30,1/22/2014,30000000,0
Superlotto 6/49,12-09-35-45-27-25,1/21/2014,16000000,0
6Digit,4-3-5-1-2-5,1/21/2014,461795.98,0
Suertres Lotto 11AM,37835,1/21/2014,4500,442
Suertres Lotto 4PM,38018,1/21/2014,4500,922
Suertres Lotto 9PM,37776,1/21/2014,4500,919
EZ2 Lotto 9PM,13-22,1/21/2014,4000,630
Lotto 6/42,10-37-19-12-03-32,1/21/2014,9196320,0
EZ2 Lotto 11AM,44746,1/21/2014,4000,226
EZ2 Lotto 4PM,44826,1/21/2014,4000,281
Megalotto 6/45,41-16-30-28-05-07,1/20/2014,42943664,0
4Digit,9-6-3-4,1/20/2014,58456,15
Suertres Lotto 11AM,39483,1/20/2014,4500,418
Suertres Lotto 4PM,40057,1/20/2014,4500,934
Suertres Lotto 9PM,36743,1/20/2014,4500,457
EZ2 Lotto 9PM,24-15,1/20/2014,4000,346
EZ2 Lotto 11AM,13-30,1/20/2014,4000,91
EZ2 Lotto 4PM,27-24,1/20/2014,4000,93
Grand Lotto 6/55,02-38-32-19-08-03,1/20/2014,155401636,1
Superlotto 6/49,25-07-36-12-43-33,1/19/2014,16000000,1
Suertres Lotto 11AM,38113,1/19/2014,4500,697
Suertres Lotto 4PM,38474,1/19/2014,4500,407
Suertres Lotto 9PM,0-9-9,1/19/2014,4500,459
EZ2 Lotto 9PM,27-15,1/19/2014,4000,213
EZ2 Lotto 11AM,44881,1/19/2014,4000,96
EZ2 Lotto 4PM,43070,1/19/2014,4000,248
6Digit,2-5-6-7-7-6,1/18/2014,280157.3,0
Suertres Lotto 11AM,6-0-9,1/18/2014,4500,301
Suertres Lotto 4PM,37439,1/18/2014,4500,680
Suertres Lotto 9PM,38904,1/18/2014,4500,422
EZ2 Lotto 9PM,44607,1/18/2014,4000,545
Lotto 6/42,08-27-25-03-41-26,1/18/2014,6000000,0
EZ2 Lotto 11AM,44719,1/18/2014,4000,215
EZ2 Lotto 4PM,14-30,1/18/2014,4000,132
Grand Lotto 6/55,27-08-48-09-46-45,1/18/2014,142536532,0
Megalotto 6/45,13-35-45-43-26-17,1/17/2014,37926144,0
4Digit,4-6-0-2,1/17/2014,57756,16
Suertres Lotto 11AM,39204,1/17/2014,4500,311
Suertres Lotto 4PM,0-7-9,1/17/2014,4500,326
Suertres Lotto 9PM,38785,1/17/2014,4500,493
EZ2 Lotto 9PM,44687,1/17/2014,4000,324
EZ2 Lotto 11AM,44798,1/17/2014,4000,132
EZ2 Lotto 4PM,28-23,1/17/2014,4000,72
Superlotto 6/49,21-43-38-49-11-20,1/16/2014,16000000,0
6Digit,4-3-1-2-5-0,1/16/2014,150000,0
Suertres Lotto 11AM,0-9-6,1/16/2014,4500,297
Suertres Lotto 4PM,36678,1/16/2014,4500,484
Suertres Lotto 9PM,38176,1/16/2014,4500,325
EZ2 Lotto 9PM,43405,1/16/2014,4000,629
Lotto 6/42,12-29-11-33-22-36,1/16/2014,6000000,0
EZ2 Lotto 11AM,44927,1/16/2014,4000,259
EZ2 Lotto 4PM,25-28,1/16/2014,4000,205
Megalotto 6/45,20-40-10-13-38-28,1/15/2014,30958204,0
4Digit,1-8-7-8,1/15/2014,26594,34
Suertres Lotto 11AM,39997,1/15/2014,4500,463
Suertres Lotto 4PM,0-3-8,1/15/2014,4500,515
Suertres Lotto 9PM,39241,1/15/2014,4500,575
EZ2 Lotto 9PM,44752,1/15/2014,4000,591
EZ2 Lotto 11AM,41883,1/15/2014,4000,253
EZ2 Lotto 4PM,42948,1/15/2014,4000,223
Grand Lotto 6/55,38-21-03-22-50-28,1/15/2014,129504636,0
Superlotto 6/49,24-28-08-31-20-13,1/14/2014,16000000,0
6Digit,8-1-3-6-1-9,1/14/2014,4190958,1
Suertres Lotto 11AM,0-4-6,1/14/2014,4500,331
Suertres Lotto 4PM,39180,1/14/2014,4500,362
Suertres Lotto 9PM,39084,1/14/2014,4500,1100
EZ2 Lotto 9PM,45505,1/14/2014,4000,656
Lotto 6/42,08-24-37-42-36-14,1/14/2014,6000000,1
EZ2 Lotto 11AM,28-18,1/14/2014,4000,58
EZ2 Lotto 4PM,24-29,1/14/2014,4000,181
Megalotto 6/45,32-25-21-11-34-29,1/13/2014,26743148,0
4Digit,1-9-9-4,1/13/2014,13232,74
Suertres Lotto 11AM,38473,1/13/2014,4500,386
Suertres Lotto 4PM,1-0-6,1/13/2014,4500,185
Suertres Lotto 9PM,36747,1/13/2014,4500,520
EZ2 Lotto 9PM,41791,1/13/2014,4000,622
EZ2 Lotto 11AM,45870,1/13/2014,4000,236
EZ2 Lotto 4PM,41699,1/13/2014,4000,207
Grand Lotto 6/55,39-04-38-19-42-13,1/13/2014,120138412,0
Superlotto 6/49,09-21-14-27-06-19,41974,24816752,1
Suertres Lotto 11AM,6-0-1,41974,4500,337
Suertres Lotto 4PM,40002,41974,4500,140
Suertres Lotto 9PM,36685,41974,4500,580
EZ2 Lotto 9PM,47150,41974,4000,414
EZ2 Lotto 11AM,25-27,41974,4000,213
EZ2 Lotto 4PM,46935,41974,4000,224
6Digit,9-5-4-8-2-4,41944,4065425.04,0
Suertres Lotto 11AM,39450,41944,4500,470
Suertres Lotto 4PM,36898,41944,4500,761
Suertres Lotto 9PM,0-5-1,41944,4500,616
EZ2 Lotto 9PM,44744,41944,4000,620
Lotto 6/42,38-22-21-34-19-16,41944,6000000,0
EZ2 Lotto 11AM,31-31,41944,4000,301
EZ2 Lotto 4PM,14-25,41944,4000,205
Grand Lotto 6/55,08-24-30-52-27-06,41944,111873488,0
Megalotto 6/45,34-23-25-44-35-02,41913,22798960,0
4Digit,4-1-6-3,41913,17104,54
Suertres Lotto 11AM,38754,41913,4500,521
Suertres Lotto 4PM,5-0-7,41913,4500,663
Suertres Lotto 9PM,0-7-4,41913,4500,378
EZ2 Lotto 9PM,29-02,41913,4000,212
EZ2 Lotto 11AM,21-18,41913,4000,126
EZ2 Lotto 4PM,43525,41913,4000,231
Superlotto 6/49,33-48-34-20-11-03,41883,19458416,0
6Digit,3-6-9-5-9-1,41883,3821166.1,0
Suertres Lotto 11AM,37316,41883,4500,670
Suertres Lotto 4PM,39453,41883,4500,681
Suertres Lotto 9PM,38233,41883,4500,652
EZ2 Lotto 9PM,44870,41883,4000,474
Lotto 6/42,21-13-19-27-20-23,41883,22425340,1
EZ2 Lotto 11AM,44653,41883,4000,245
EZ2 Lotto 4PM,44870,41883,4000,194
Megalotto 6/45,16-19-04-36-22-12,41852,16821708,0
4Digit,4-2-8-3,41852,143786,7
Suertres Lotto 11AM,38354,41852,4500,1104
Suertres Lotto 4PM,37718,41852,4500,318
Suertres Lotto 9PM,38446,41852,4500,664
EZ2 Lotto 9PM,21-17,41852,4000,352
EZ2 Lotto 11AM,44792,41852,4000,189
EZ2 Lotto 4PM,44228,41852,4000,230
Grand Lotto 6/55,22-43-08-54-20-40,41852,102924972,0
Superlotto 6/49,16-48-24-14-27-28,41821,16000000,0
6Digit,8-6-4-0-7-0,41821,3454063.48,0
Suertres Lotto 11AM,38231,41821,4500,875
Suertres Lotto 4PM,0-0-1,41821,4500,345
Suertres Lotto 9PM,36742,41821,4500,809
EZ2 Lotto 9PM,20-31,41821,4000,217
Lotto 6/42,06-32-25-38-10-41,41821,18538044,0
EZ2 Lotto 11AM,44589,41821,4000,141
EZ2 Lotto 4PM,11140,41821,4000,192
Megalotto 6/45,34-24-39-04-01-33,41791,13099968,0
4Digit,2-1-5-0,41791,15355,46
Suertres Lotto 11AM,3-0-7,41791,4500,423
Suertres Lotto 4PM,38205,41791,4500,507
Suertres Lotto 9PM,37716,41791,4500,681
EZ2 Lotto 9PM,41730,41791,4000,689
EZ2 Lotto 11AM,16-13,41791,4000,102
EZ2 Lotto 4PM,44678,41791,4000,106
Grand Lotto 6/55,09-02-47-29-12-55,41791,95019892,0
Superlotto 6/49,11-27-01-35-02-30,41760,16000000,0
Suertres Lotto 11AM,38937,41760,4500,736
Suertres Lotto 4PM,38785,41760,4500,660
Suertres Lotto 9PM,38752,41760,4500,1000
EZ2 Lotto 9PM,19-22,41760,4000,404
EZ2 Lotto 11AM,44870,41760,4000,248
EZ2 Lotto 4PM,47331,41760,4000,193
6Digit,8-4-2-3-8-6,41730,3162102.76,0
Suertres Lotto 11AM,3-0-5,41730,4500,755
Suertres Lotto 4PM,38450,41730,4500,267
Suertres Lotto 9PM,39881,41730,4500,964
EZ2 Lotto 9PM,30-24,41730,4000,116
Lotto 6/42,18-26-07-33-40-06,41730,14755896,0
EZ2 Lotto 11AM,44852,41730,4000,156
EZ2 Lotto 4PM,44664,41730,4000,187
Grand Lotto 6/55,32-10-18-03-38-31,41730,88354360,0
Megalotto 6/45,33-30-39-34-24-19,41699,9467076,0
4Digit,4-0-8-4,41699,53662,20
Suertres Lotto 11AM,39208,41699,4500,814
Suertres Lotto 4PM,39698,41699,4500,771
Suertres Lotto 9PM,38782,41699,4500,594
EZ2 Lotto 9PM,31-15,41699,4000,132
EZ2 Lotto 11AM,14-14,41699,4000,391
EZ2 Lotto 4PM,30-28,41699,4000,97
Superlotto 6/49,42-08-45-41-48-03,41671,16000000,0
6Digit,9-9-1-5-1-8,41671,2932006,0
Suertres Lotto 11AM,38204,41671,4500,595
Suertres Lotto 4PM,37660,41671,4500,737
Suertres Lotto 9PM,38938,41671,4500,327
EZ2 Lotto 9PM,44791,41671,4000,292
Lotto 6/42,16-14-04-15-39-10,41671,11463512,0
EZ2 Lotto 11AM,18-29,41671,4000,99
EZ2 Lotto 4PM,44634,41671,4000,199
,,,,
Superlotto 6/49,44-34-09-49-12-26,12/31/2013,16000000,0
6Digit,5-6-6-0-0-6,12/31/2013,2882006,0
Suertres Lotto 11AM,36534,12/31/2013,4500,655
Suertres Lotto 4PM,37081,12/31/2013,4500,398
Suertres Lotto 9PM,39941,12/31/2013,4500,166
EZ2 Lotto 9PM,42887,12/31/2013,4000,169
Lotto 6/42,29-14-41-19-38-37,12/31/2013,8477020,0
EZ2 Lotto 11AM,45809,12/31/2013,4000,211
EZ2 Lotto 4PM,20-15,12/31/2013,4000,102
Megalotto 6/45,01-26-02-29-11-41,12/30/2013,9000000,0
4Digit,0-7-0-3,12/30/2013,36975,24
Suertres Lotto 11AM,0-4-2,12/30/2013,4500,287
Suertres Lotto 4PM,37440,12/30/2013,4500,570
Suertres Lotto 9PM,38811,12/30/2013,4500,677
EZ2 Lotto 9PM,45323,12/30/2013,4000,627
EZ2 Lotto 11AM,42583,12/30/2013,4000,243
EZ2 Lotto 4PM,44877,12/30/2013,4000,139
Grand Lotto 6/55,38-15-34-29-08-41,12/30/2013,81386628,0
Superlotto 6/49,45-39-34-21-05-19,12/29/2013,30577516,1
Suertres Lotto 11AM,38053,12/29/2013,4500,713
Suertres Lotto 4PM,37623,12/29/2013,4500,1117
Suertres Lotto 9PM,39328,12/29/2013,4500,1233
EZ2 Lotto 9PM,44615,12/29/2013,4000,128
EZ2 Lotto 11AM,44812,12/29/2013,4000,243
EZ2 Lotto 4PM,44611,12/29/2013,4000,63
6Digit,3-3-8-4-8-2,12/28/2013,2648715.36,0
Suertres Lotto 11AM,38391,12/28/2013,4500,1110
Suertres Lotto 4PM,38846,12/28/2013,4500,743
Suertres Lotto 9PM,37415,12/28/2013,4500,567
EZ2 Lotto 9PM,44653,12/28/2013,4000,733
Lotto 6/42,16-11-34-41-31-03,12/28/2013,6334552,0
EZ2 Lotto 11AM,44611,12/28/2013,4000,133
EZ2 Lotto 4PM,44680,12/28/2013,4000,150
Grand Lotto 6/55,35-42-09-15-39-36,12/28/2013,75201916,0
Megalotto 6/45,26-27-15-21-29-45,12/27/2013,43195588,1
4Digit,7-2-4-4,12/27/2013,83270,11
Suertres Lotto 11AM,37838,12/27/2013,4500,396
Suertres Lotto 4PM,38813,12/27/2013,4500,275
Suertres Lotto 9PM,37834,12/27/2013,4500,846
EZ2 Lotto 9PM,41275,12/27/2013,4000,608
EZ2 Lotto 11AM,44717,12/27/2013,4000,134
EZ2 Lotto 4PM,44684,12/27/2013,4000,266
Superlotto 6/49,25-02-46-45-39-47,12/26/2013,24635820,0
6Digit,9-0-6-5-3-0,12/26/2013,2257274.96,0
Suertres Lotto 11AM,37135,12/26/2013,4500,606
Suertres Lotto 4PM,38018,12/26/2013,4500,1108
Suertres Lotto 9PM,9-0-8,12/26/2013,4500,484
EZ2 Lotto 9PM,44804,12/26/2013,4000,245
Lotto 6/42,29-41-20-36-40-03,12/26/2013,6000000,0
EZ2 Lotto 11AM,43770,12/26/2013,4000,252
EZ2 Lotto 4PM,46539,12/26/2013,4000,135
Superlotto 6/49,13-42-18-15-41-05,12/24/2013,20499224,0
6Digit,3-7-3-8-9-0,12/24/2013,1980066.02,0
Suertres Lotto 11AM,39878,12/24/2013,4500,1072
Suertres Lotto 4PM,0-6-2,12/24/2013,4500,80
Suertres Lotto 9PM,39967,12/24/2013,4500,512
EZ2 Lotto 9PM,29-31,12/24/2013,4000,153
Lotto 6/42,01-41-24-16-20-15,12/24/2013,28628940,1
EZ2 Lotto 11AM,46235,12/24/2013,4000,247
EZ2 Lotto 4PM,44868,12/24/2013,4000,153
Megalotto 6/45,34-06-36-24-32-09,12/23/2013,36225376,0
4Digit,7-6-4-9,12/23/2013,31602,29
Suertres Lotto 11AM,38202,12/23/2013,4500,514
Suertres Lotto 4PM,39911,12/23/2013,4500,557
Suertres Lotto 9PM,36892,12/23/2013,4500,1220
EZ2 Lotto 9PM,44739,12/23/2013,4000,220
EZ2 Lotto 11AM,23-18,12/23/2013,4000,230
EZ2 Lotto 4PM,25-26,12/23/2013,4000,280
Grand Lotto 6/55,40-24-08-48-35-09,12/23/2013,68715792,0
Superlotto 6/49,34-35-16-33-42-23,12/22/2013,18398048,0
Suertres Lotto 11AM,39181,12/22/2013,4500,398
Suertres Lotto 4PM,36586,12/22/2013,4500,1022
Suertres Lotto 9PM,39936,12/22/2013,4500,1213
EZ2 Lotto 9PM,44841,12/22/2013,4000,612
EZ2 Lotto 11AM,44665,12/22/2013,4000,205
EZ2 Lotto 4PM,44735,12/22/2013,4000,145
6Digit,7-0-8-6-9-5,12/21/2013,1765728.62,0
Suertres Lotto 11AM,37628,12/21/2013,4500,589
Suertres Lotto 4PM,39818,12/21/2013,4500,375
Suertres Lotto 9PM,39941,12/21/2013,4500,835
EZ2 Lotto 9PM,31-24,12/21/2013,4000,150
Lotto 6/42,25-02-38-04-32-34,12/21/2013,26068812,0
EZ2 Lotto 11AM,44566,12/21/2013,4000,232
EZ2 Lotto 4PM,44793,12/21/2013,4000,150
Grand Lotto 6/55,09-49-14-03-23-35,12/21/2013,63430208,0
Megalotto 6/45,02-22-38-42-28-26,12/20/2013,31568076,0
4Digit,9-5-9-8,12/20/2013,178884,6
Suertres Lotto 11AM,38599,12/20/2013,4500,199
Suertres Lotto 4PM,39545,12/20/2013,4500,438
Suertres Lotto 9PM,37777,12/20/2013,4500,750
EZ2 Lotto 9PM,24-31,12/20/2013,4000,461
EZ2 Lotto 11AM,27-18,12/20/2013,4000,150
EZ2 Lotto 4PM,46357,12/20/2013,4000,344
Superlotto 6/49,33-23-34-49-16-03,12/19/2013,16000000,0
6Digit,4-3-2-3-0-6,12/19/2013,1399818.9,0
Suertres Lotto 11AM,38413,12/19/2013,4500,424
Suertres Lotto 4PM,38534,12/19/2013,4500,453
Suertres Lotto 9PM,36678,12/19/2013,4500,815
EZ2 Lotto 9PM,27-29,12/19/2013,4000,281
Lotto 6/42,17-05-30-10-36-12,12/19/2013,22213608,0
EZ2 Lotto 11AM,45139,12/19/2013,4000,299
EZ2 Lotto 4PM,25-18,12/19/2013,4000,142
Megalotto 6/45,40-42-05-19-01-21,12/18/2013,25568112,0
4Digit,9-2-5-9,12/18/2013,33490,25
Suertres Lotto 11AM,39937,12/18/2013,4500,469
Suertres Lotto 4PM,37681,12/18/2013,4500,577
Suertres Lotto 9PM,37687,12/18/2013,4500,1106
EZ2 Lotto 9PM,44790,12/18/2013,4000,334
EZ2 Lotto 11AM,44636,12/18/2013,4000,217
EZ2 Lotto 4PM,44837,12/18/2013,4000,295
Grand Lotto 6/55,07-20-40-01-31-21,12/18/2013,58057792,0
Superlotto 6/49,40-42-14-47-24-30,12/17/2013,16000000,0
6Digit,5-2-5-4-7-2,12/17/2013,1055684.08,0
